#Frame   Contacts_00010[native] Contacts_00010[nonnative] Contacts_00010[mindist]
       1                   9609                         0                  1.8665
       2                   7578                      1690                  1.9261
       3                   6939                      2026                  1.8040
       4                   7070                      1801                  1.7544
       5                   6071                      2081                  2.0013
       6                   6397                      2201                  1.9000
       7                   6737                      2422                  1.9713
       8                   6468                      1651                  1.8339
       9                   6353                      2018                  1.7687
      10                   5777                      1753                  1.7705
      11                   4791                      1967                  1.8195
      12                   5051                      2186                  1.9270
      13                   4787                      2379                  1.6927
      14                   4659                      1893                  2.1175
      15                   5015                      1943                  2.1025
      16                   4890                      2146                  1.8554
      17                   4801                      2293                  1.7477
      18                   4710                      2204                  2.1179
      19                   5392                      2555                  1.8042
      20                   5352                      2187                  1.5632
      21                   5449                      2586                  1.8074
      22                   5167                      2412                  1.8736
      23                   5406                      2768                  1.8828
      24                   5297                      2292                  1.7372
      25                   5504                      2362                  1.9402
      26                   5243                      2408                  1.7467
      27                   5129                      2363                  1.7883
      28                   4815                      1886                  2.1033
      29                   5115                      2294                  1.7878
      30                   5235                      2783                  1.7868
      31                   5337                      2626                  1.5884
      32                   5327                      2869                  1.6288
      33                   5353                      3202                  1.8707
      34                   5466                      3251                  1.8184
      35                   5090                      2540                  1.8372
      36                   5067                      2494                  1.7228
      37                   5257                      2819                  1.7583
      38                   5169                      2051                  1.8255
      39                   4959                      2381                  1.6740
      40                   5283                      2312                  1.9734
      41                   4844                      2126                  1.8449
      42                   4641                      1761                  1.8437
      43                   4512                      2206                  1.9062
      44                   4493                      1974                  1.8649
      45                   4663                      2490                  2.0766
      46                   4706                      2404                  1.8636
      47                   4606                      2395                  1.8636
      48                   4407                      2343                  1.8567
      49                   4357                      2475                  1.8701
      50                   4467                      2674                  1.8893
      51                   4290                      2230                  1.9783
      52                   4413                      2449                  1.6473
      53                   4173                      2352                  1.7096
      54                   4142                      2602                  1.8075
      55                   4668                      2646                  1.8388
      56                   4673                      2561                  1.8576
      57                   4142                      2351                  1.9386
      58                   4327                      2392                  1.9817
      59                   4121                      2250                  2.0661
      60                   4061                      2251                  1.7245
      61                   4243                      2226                  1.9005
      62                   4054                      2209                  1.9456
      63                   3975                      2307                  2.0968
      64                   4341                      3121                  1.8491
